Number,Price,Lot_Size,Waterfront,Age,Land_Value,New_Construct,Central_Air,Fuel_Type,Heat_Type,Sewer_Type,Living_Area,Pct_College,Bedrooms,Fireplaces,Bathrooms,Rooms
886,349900,0.44,0,0,13000,1,0,Gas,Hot_Air,Public,2886,63,4,1,3,12
887,142000,0.14,0,8,3700,0,0,Gas,Hot_Air,Public,1840,23,3,,1,6
888,132500,0.37,0,19,13000,0,0,Electric,Electric,Public,1988,63,2,0,1,4
889,220000,1,0,43,22900,0,0,Oil,Hot_Air,Private,672,57,2,0,1,3
890,160000,1.96,0,13,18400,0,0,Oil,Hot_Air,Private,1512,57,2,0,2,4
891,10300,0.16,0,20,15700,0,0,Electric,Electric,Public,912,54,2,1,1.5,6
892,95000,0.15,0,19,15700,0,0,Electric,Electric,Public,912,54,2,,1.5,6
893,122055,0.15,0,17,15000,0,0,Electric,Electric,Public,1385,54,2,0,1.5,5
894,149000,0.31,0,18,27000,0,0,Gas,Hot_Air,Public,1508,54,3,1,1.5,8
895,115000,0.15,0,,15100,0,0,Electric,Electric,Public,1385,54,2,,1.5,5
896,140000,0.15,0,,15100,0,0,Electric,Electric,Public,1628,54,3,0,2.5,6
897,137900,0.16,0,17,15100,0,0,Electric,Electric,Public,1592,54,3,0,1.5,5
898,144000,0.06,0,54,3600,0,0,Electric,Electric,Public,1344,54,5,0,1,7
899,131600,0.16,0,17,15100,0,0,Electric,Electric,Public,1385,54,2,1,1.5,7
900,123500,0.15,0,17,15100,0,0,Electric,Electric,Public,1385,54,2,0,1.5,4
901,123000,0.15,0,17,15100,0,0,Electric,Electric,Public,1679,54,2,0,1.5,4
902,109000,0.15,0,20,15700,0,0,Electric,Electric,Public,908,54,2,0,1,3
903,173000,0.31,0,16,27000,0,1,Gas,Hot_Air,Public,1527,54,2,,2,7
904,105000,0.16,0,20,15700,0,0,Electric,Electric,Public,912,54,2,0,1.5,3
905,122500,0.15,0,18,15100,0,0,Electric,Electric,Public,1184,54,2,,1.5,3
906,191000,0.46,0,26,,0,0,Electric,Electric,Public,1719,63,3,,1.5,5
907,149000,0.16,0,19,15100,0,0,Electric,Electric,Private,1080,54,2,1,1,5
908,205000,0.33,0,16,27000,0,0,Electric,Electric,Public,2118,54,4,1,2,10
909,225000,0.33,0,16,27000,0,0,Electric,Electric,Public,2527,54,3,0,1.5,8
910,210000,0.49,0,15,25000,0,0,Gas,Hot_Air,Private,1592,54,3,1,1.5,7
911,188900,0.32,0,18,,0,0,Electric,Electric,Public,1294,54,3,0,1,4
912,192000,0.94,0,33,25200,0,0,Gas,Hot_Water,Private,1974,63,4,1,2.5,9
913,137500,0.16,0,17,15700,0,0,Electric,Electric,Public,988,54,2,1,2,3
914,200000,0.36,0,20,27000,0,0,Gas,Hot_Air,Public,1508,54,3,1,2,7
915,126000,0.16,0,17,15600,0,0,Electric,Electric,Public,908,54,2,0,1,4
916,214500,0.35,0,20,27000,0,0,Electric,Electric,Public,1910,54,4,1,2,10
917,152000,0.15,0,18,15700,0,0,Electric,Electric,Public,912,54,2,,1.5,7
918,115000,0.16,0,20,15700,0,0,Electric,Electric,Public,912,54,2,0,1.5,7
919,88000,0.16,0,19,15700,0,0,Electric,Electric,Public,988,54,2,0,2,5
920,170000,0.35,0,20,27000,0,0,Electric,Electric,Public,1748,54,2,0,2,6
921,137000,0.16,0,18,15700,0,0,Electric,Electric,Public,912,54,2,1,1.5,6
922,145000,0.15,0,17,15100,0,0,Electric,Electric,Public,1385,54,3,,1.5,7
923,202000,0.43,0,15,25000,0,0,Gas,Hot_Air,Private,1300,54,3,0,1.5,4
924,130000,0.15,0,17,15600,0,0,Electric,Electric,Public,908,54,2,,1,5
925,265000,1,0,25,21700,0,0,Electric,Electric,Private,1900,54,3,0,2,8
926,185000,0.33,0,16,27000,0,0,Electric,Electric,Public,2191,54,3,,2.5,8
927,130000,0.16,0,25,15100,0,1,Gas,Hot_Air,Public,1080,54,2,1,1,5
928,190000,0.59,0,15,25000,0,1,Gas,Hot_Air,Private,1300,54,3,1,1.5,5
929,204000,0.4,0,1,15000,0,0,Gas,Hot_Air,Public,2458,63,4,,2.5,11
930,125000,0.35,0,22,10500,0,0,Electric,Electric,Public,1040,63,3,0,1,8
931,349900,0.44,0,0,13000,1,0,Gas,Hot_Air,Public,2886,63,4,,3,11
932,142000,0.14,0,8,3700,0,0,Gas,Hot_Air,Public,1840,23,3,0,1,7
933,132500,0.37,0,19,13000,0,0,Electric,Electric,Public,1988,63,2,0,1,5
934,220000,1,0,43,22900,0,0,Oil,,Private,672,57,2,0,1,5
935,160000,1.96,0,13,18400,0,0,Oil,Hot_Air,Private,1512,57,2,0,2,6
936,156900,0.28,0,52,23200,0,0,Oil,Hot_Air,Private,1635,63,4,0,1.5,5
937,138000,0.31,0,39,25100,0,0,Gas,Hot_Air,Public,1672,63,4,0,1.5,5
938,166000,0.25,0,26,29000,0,1,Gas,Hot_Air,Public,1892,63,3,2,2,6
939,195000,0.56,0,18,30800,0,0,Gas,Hot_Water,Public,1652,63,3,1,2,6
940,295600,0.6,0,21,91600,0,1,Gas,Hot_Air,Private,2513,63,4,1,2.5,8
941,460000,0.47,0,1,,0,1,Gas,Hot_Air,Public,3336,63,4,1,3.5,12
942,126000,0.05,0,17,16000,0,1,Gas,Hot_Air,Public,1302,63,2,1,1.5,4
943,220300,0.58,0,16,38200,0,1,Gas,Hot_Air,Public,2006,63,3,1,2,5
944,175000,0.29,0,27,22700,0,1,Gas,Hot_Air,Public,1836,63,4,,1.5,8
945,255000,1,0,49,69600,0,0,Oil,Hot_Air,Private,1994,60,3,1,2,9
946,185000,0.5,0,19,29000,0,0,Gas,Hot_Water,Public,1652,63,3,1,2,6
947,234000,0.57,0,8,31100,0,0,Gas,Hot_Air,Public,1888,63,3,,2.5,7
948,133500,0.08,0,19,17200,0,1,Gas,Hot_Air,Public,1480,63,3,,1.5,5
949,151000,0.2,0,19,19000,0,0,Electric,Electric,Public,1234,63,2,1,2,7
950,157500,0.3,0,31,24500,0,0,Gas,Hot_Air,Public,1778,63,3,1,1.5,7
951,285000,0.65,0,23,72000,0,1,Gas,,Public,2514,63,5,1,2.5,10
952,217500,0.56,0,35,30800,0,0,Gas,Hot_Water,Public,2700,63,4,1,2.5,10
953,300000,0.7,0,21,39200,0,1,Gas,Hot_Air,Public,2330,63,4,1,3.5,8
954,161225,0.6,0,33,32000,0,0,Gas,Hot_Water,Public,2676,63,4,1,2.5,11
955,217000,2.85,0,25,54700,0,1,Electric,,Private,2180,60,4,,2,8
956,250000,0.47,0,21,48300,0,1,Gas,Hot_Air,Public,2284,63,4,1,2.5,9
957,124000,0.06,0,19,16400,0,0,Electric,Electric,Public,1314,63,2,0,1.5,6
958,248000,0.41,0,35,44300,0,0,Gas,Hot_Air,Private,2396,63,4,1,2.5,11
959,187000,0.57,0,45,33200,0,0,Gas,Hot_Water,Private,2088,63,4,,2,8
960,195000,0.48,0,39,28200,0,0,Gas,Hot_Water,Public,2310,63,5,1,2.5,11
961,239900,0.53,0,19,,0,1,Gas,Hot_Air,Public,2040,63,4,,2.5,10
962,475000,12.2,0,19,111300,0,1,Electric,Hot_Air,Private,2599,63,3,1,2.5,11
963,246000,0.61,0,16,29100,0,0,Gas,Hot_Water,Public,1702,63,3,1,1.5,6
964,219900,0.49,0,18,28600,0,0,Gas,Hot_Water,Public,2125,63,4,1,2.5,8
965,193500,0.6,0,38,32000,0,0,Gas,Hot_Water,Public,2310,63,4,,2.5,10
966,122000,0.12,0,31,18200,0,1,Gas,Hot_Air,Public,1431,63,3,0,1.5,8
967,118000,0.15,0,20,18500,0,0,Gas,Hot_Water,Public,924,63,2,0,1,7
968,125000,0.77,0,126,36300,0,0,Gas,Hot_Air,Private,1799,60,3,1,1,6
969,101000,0.26,0,23,18200,0,0,Electric,Electric,Public,976,63,3,0,2,5
970,249000,0.66,0,19,53000,0,1,Gas,Hot_Air,Public,2217,63,4,,2.5,8
971,180000,0.57,0,102,25800,0,0,Oil,Hot_Water,Private,1969,77,4,,1,6
972,292500,0.47,0,19,75200,0,1,Gas,Hot_Air,Public,2376,63,3,1,2.5,8
973,199500,0.48,0,18,36700,0,0,Gas,Hot_Water,Public,1585,63,3,,1.5,5
974,205100,0.46,0,32,32700,0,0,Gas,,Public,1453,63,4,,2,7
975,330000,0.57,0,12,67300,0,1,Oil,Hot_Air,Public,2973,63,4,,3,11
976,179000,0.43,0,37,,0,0,Gas,Hot_Air,Public,1612,63,3,1,1.5,7
977,342000,0.58,0,4,,0,1,Gas,Hot_Air,Public,2734,63,3,1,2.5,9
978,145000,0.15,0,22,18500,0,1,Electric,Electric,Public,1479,63,3,1,1.5,5
979,66000,0.14,0,19,18400,0,1,Electric,Electric,Public,945,63,2,,1,3
980,269900,0.4,0,25,25000,0,0,Gas,Hot_Water,Public,1938,63,4,1,2.5,8
981,154000,0.1,0,174,32800,0,0,Oil,Hot_Air,Private,1364,63,5,1,1,9
982,454900,0.5,0,2,15000,0,1,Gas,Hot_Air,Public,3242,63,4,1,2.5,11
983,249900,0.42,0,23,57500,0,1,Gas,Hot_Air,Public,1571,63,3,2,2,7
984,165000,0.09,0,,17600,0,1,Electric,Electric,Public,1314,63,2,,1.5,6
985,329000,0.46,0,,16100,0,1,Gas,Hot_Air,Public,2413,63,4,1,1.5,11
986,49387,0.48,0,56,31800,0,0,Oil,Hot_Air,Private,900,77,2,1,1,5
987,445000,0.58,0,0,17400,0,1,Gas,Hot_Air,Public,3157,63,4,1,3.5,10
988,73000,0.28,0,102,22400,0,0,Oil,Hot_Water,Private,908,60,2,1,1,7
989,125000,0.13,0,20,18300,0,0,Electric,Electric,Public,924,63,2,,1,6
990,146500,0.12,0,,18200,0,1,Electric,Electric,Public,1138,63,2,1,1,6
991,209000,0.45,0,38,27000,0,0,Gas,Hot_Water,Public,2310,63,5,1,2.5,12
992,196500,0.46,0,30,30400,0,0,Gas,Hot_Air,Public,1874,63,4,1,2,9
993,157000,0.29,0,20,20300,0,0,Electric,Electric,Public,1228,63,4,0,1.5,6
994,125500,0.06,0,19,16400,0,1,Gas,Hot_Air,Public,1479,63,3,1,1.5,5
995,190000,0.44,0,38,31800,0,0,Gas,Hot_Air,Public,1612,63,3,,1.5,6
996,250000,0.49,0,,48800,0,1,Electric,Electric,Public,2088,63,4,1,2.5,6
997,255000,0.4,0,4,30000,0,0,Gas,Hot_Air,Public,2131,63,4,1,2.5,10
998,129700,0.15,0,20,18500,0,0,Gas,Hot_Air,Public,924,63,2,,1,5
999,65000,0.34,0,,24800,0,0,Electric,Electric,Private,1692,60,4,,1.5,8
1000,107000,0.28,0,82,12600,0,0,Gas,Hot_Air,Private,1568,63,3,0,1,7
1001,255000,0.57,0,35,33200,0,1,Gas,Hot_Air,Public,2262,77,4,1,2.5,9
1002,398000,0.61,0,8,71200,0,1,Gas,Hot_Air,Public,2960,63,4,1,2.5,10
1003,176000,0.45,0,31,27000,0,0,Gas,Hot_Water,Public,1683,63,4,1,2.5,8
1004,249900,0.86,0,36,35800,0,1,Gas,Hot_Water,Public,2680,63,5,1,3.5,12
1005,244900,0.38,0,26,40100,0,0,Oil,Hot_Air,Private,2742,77,3,1,3,8
1006,220000,0.5,0,30,29000,0,0,Gas,Hot_Water,Public,2012,63,4,1,2.5,10
1007,241000,0.35,0,31,27800,0,0,Gas,Hot_Air,Public,2702,63,5,1,1.5,9
1008,159900,0.13,0,21,18300,0,1,Gas,,Public,1314,63,2,1,1.5,6
1009,177555,0.56,0,38,34800,0,0,Gas,Hot_Air,Public,1672,63,3,,1.5,8
1010,95000,0.2,0,55,7700,0,0,Oil,Hot_Air,Private,1200,63,2,0,1,4
1011,5000,0.29,0,4,35800,0,1,Gas,Hot_Air,Public,1700,63,3,1,2.5,6
1012,264900,0.5,0,40,29000,0,0,Gas,Hot_Water,Public,2652,63,5,1,3.5,12
1013,315000,0.77,0,16,74400,0,1,Gas,Hot_Water,Public,3062,63,4,1,2.5,9
1014,155000,0.09,0,25,17600,0,1,Gas,Hot_Air,Public,1290,63,2,1,1.5,5
1015,130000,0.22,0,23,15400,0,0,Electric,Electric,Public,1012,63,3,0,2,5
1016,238000,0.71,0,35,35100,0,0,Gas,Hot_Water,Public,2310,63,4,1,2.5,7
1017,224000,0.33,0,31,26500,0,0,Gas,Hot_Air,Public,2026,63,3,,2.5,7
1018,211000,1,0,18,31800,0,1,Gas,Hot_Air,,1404,63,3,0,1,6
1019,279000,0.23,0,13,34100,0,1,Gas,Hot_Air,Private,1782,60,3,0,1,8
1020,242000,0.11,0,15,42000,0,1,Gas,Hot_Air,Public,2002,63,3,1,2.5,8
1021,199875,0.61,0,36,,0,1,Gas,,Public,1782,63,4,1,1.5,7
1022,259900,0.46,0,11,27400,0,1,Oil,Hot_Air,Public,2212,63,4,1,2.5,10
1023,200000,1.28,0,84,34600,0,1,Oil,Electric,Private,1872,63,4,0,1,7
1024,212000,0.71,0,36,35100,0,0,Gas,Hot_Water,Public,1804,63,4,,2.5,7
1025,230000,0.47,0,,27800,0,0,Gas,Hot_Water,Public,1910,63,3,1,2.5,5
1026,189000,0.42,0,28,30900,0,1,Gas,Hot_Air,Public,1632,63,3,1,1.5,7
1027,313635,1.93,0,16,131500,0,1,Gas,Hot_Air,Private,3824,63,3,2,4,12
1028,185000,0.48,0,32,33600,0,0,Gas,Hot_Air,Public,1196,63,3,0,1.5,5
1029,239900,0.42,0,30,23200,0,1,Gas,Hot_Water,Public,2259,63,4,1,2.5,11
1030,202000,0.48,0,39,25400,0,1,Gas,Hot_Water,Public,1690,63,3,1,2,6
1031,155000,0.12,0,19,18200,0,1,Gas,Hot_Water,Public,1227,63,2,,2,6
1032,120000,1.48,0,57,36000,0,0,Gas,Hot_Air,Private,1278,63,3,,1,7
1033,78000,0.33,0,77,33500,0,0,Oil,Hot_Air,Private,668,60,1,0,1,2
1034,311000,0.46,0,17,60500,0,1,Gas,Hot_Water,Public,2762,63,4,1,2.5,8
1035,198000,0.32,0,38,42500,0,0,Gas,Hot_Air,Private,1558,63,3,1,1,4
1036,158500,0.92,0,11,36100,0,0,Electric,Electric,Private,1352,63,3,0,2,5
1037,227000,0.46,0,37,27400,0,0,Gas,Hot_Water,Public,1920,63,5,1,2.5,9
1038,265900,0.34,0,6,36000,0,0,Gas,Hot_Air,Public,1940,63,3,1,2.5,7
1039,163000,0.23,0,30,19300,0,0,Gas,Hot_Air,Public,1249,63,3,0,1.5,8
1040,165000,0.28,0,27,19600,0,0,Gas,Hot_Water,Public,1576,63,3,0,2.5,4
1041,151000,0.07,0,30,16800,0,1,Gas,Hot_Air,Public,1419,63,3,,1.5,4
1042,200000,0.29,0,4,35800,0,1,Gas,Hot_Air,Public,1700,63,3,1,2.5,7
1043,299900,0.77,0,15,38700,0,1,Gas,Hot_Air,Public,2748,63,4,1,3.5,8
1044,210000,0.33,0,18,35500,0,1,Gas,Hot_Air,Public,1792,63,3,,2.5,7
1045,220000,0.66,0,36,35300,0,0,Electric,Electric,Private,1724,63,3,,1.5,8
1046,326900,1,0,15,83600,0,1,Gas,Hot_Air,Public,2692,63,3,1,3.5,8
1047,204900,0.39,0,29,24600,0,0,Oil,Hot_Water,Public,1734,63,4,1,2.5,7
1048,234000,0.31,0,32,25100,0,0,Gas,Hot_Air,Public,2014,63,3,1,1.5,7
1049,236000,0.42,0,36,30900,0,0,Gas,Hot_Air,Public,2056,63,4,1,1.5,9
1050,124000,0.46,0,36,32700,0,0,Gas,Hot_Air,Public,1745,63,4,0,1.5,6
1051,199100,0.14,0,13,18400,0,1,Gas,Hot_Air,Public,1352,63,2,1,1.5,5
1052,245000,0.5,0,30,29000,0,0,Gas,Hot_Water,Public,2259,63,4,1,2.5,9
1053,264000,0.35,0,33,,0,0,Gas,Hot_Air,Private,2572,60,3,1,2.5,11
1054,105000,0.15,0,18,18500,0,0,Electric,Electric,Public,924,63,2,1,1,7
1055,187000,0.32,0,21,35000,0,1,Gas,Hot_Air,Public,2000,63,3,0,1.5,7
1056,127000,0.17,0,21,11900,0,1,Gas,Hot_Air,Public,929,63,2,0,1.5,6
1057,100000,0.48,0,42,15800,0,0,Oil,Hot_Air,Private,1540,77,4,0,1,7
1058,251000,0.77,0,44,47000,0,1,Oil,Hot_Air,Private,1730,63,3,1,2,9
1059,105000,0.95,0,50,36800,0,0,Oil,Hot_Water,Private,1500,63,3,1,1,5
1060,431250,0.53,0,10,65800,0,1,Gas,Hot_Air,Public,2522,63,4,1,2.5,12
1061,149900,0.06,0,19,16400,0,1,Electric,Electric,Public,1479,63,3,,1.5,4
1062,180000,0.46,0,36,32700,0,1,Gas,Hot_Air,Public,1922,63,4,1,1.5,9
1063,123500,0.18,0,20,12600,0,0,Gas,Hot_Air,Public,1215,63,2,1,1.5,5
1064,253000,0.47,0,33,33200,0,1,Gas,Hot_Air,Public,2772,63,5,,3,12
1065,330000,0.47,0,6,16500,0,0,Gas,Hot_Air,Public,2574,63,4,0,2.5,12
1066,124500,0.19,0,21,18900,0,0,Electric,Electric,Public,945,63,2,0,1,3
1067,424200,1.82,0,19,130700,0,1,Gas,Hot_Air,Public,2914,63,4,1,3.5,10
1068,120000,0.21,0,,14700,0,1,Electric,Electric,Public,1480,63,3,0,1.5,7
1069,205000,0.42,0,32,29400,0,0,Gas,Hot_Air,Public,1914,63,3,1,1.5,5
1070,175000,0.36,0,27,37000,0,1,Gas,Hot_Air,Public,1354,63,3,1,2,5
1071,295000,0.49,0,4,36900,0,1,Gas,Hot_Air,Public,2302,63,4,,2.5,7
1072,156500,0.21,0,19,19100,0,1,Electric,Electric,Public,1234,63,2,1,2,6
1073,143000,0.09,0,18,,0,1,Electric,Electric,Public,1480,63,3,0,1.5,6
1074,215000,0.29,0,27,33000,0,1,Gas,Hot_Air,Public,1665,63,4,1,2,5
1075,287000,0.4,0,6,12000,0,0,Gas,Hot_Air,Public,2182,63,3,1,2.5,10
1076,122500,0.23,0,18,19300,0,0,Electric,Electric,Public,924,63,2,1,1,7
1077,180000,1,0,19,49300,0,0,Electric,Electric,Public,1220,63,3,0,2,5
1078,143000,0.09,0,18,17600,0,1,Electric,Electric,Public,1480,63,3,0,1.5,8
1079,137000,0.08,0,21,17200,0,0,Electric,Electric,Public,1375,63,2,1,1.5,3
1080,271000,0.47,0,22,61300,0,1,Gas,Hot_Air,Public,2003,63,3,1,2.5,7
1081,129900,0.07,0,15,1800,0,1,Gas,Hot_Air,Public,1480,54,2,1,2.5,5
1082,133000,0.06,0,15,1600,0,1,Gas,Hot_Air,Public,1480,54,3,0,1.5,6
1083,179000,0.25,0,11,8300,0,1,Gas,Hot_Air,Public,1456,54,3,0,1,8
1084,302000,0.72,0,5,27200,0,0,Gas,Hot_Air,Private,1888,57,3,1,2.5,9
1085,168000,0.92,0,28,8700,0,0,Oil,Hot_Air,Private,1112,54,3,0,1,8
1086,120000,0.19,0,16,3400,0,0,Gas,Hot_Air,Public,1480,54,2,1,1.5,6
1087,119000,0.07,0,15,1800,0,1,Electric,Hot_Air,Public,1480,54,2,1,2.5,3
1088,168000,0.35,0,27,7900,0,1,Gas,Hot_Water,Private,1836,54,3,0,2,5
1089,124900,0.98,0,96,16100,0,0,Oil,Hot_Water,Public,1522,54,4,0,2,7
1090,415000,2.92,0,1,20000,0,1,Gas,Hot_Air,Private,2709,36,3,1,2.5,10
1091,150000,0.99,0,10,9900,0,1,Oil,Hot_Air,Private,1020,57,3,,2,5
1092,310000,4,0,20,14000,0,0,Gas,Hot_Water,Private,2208,36,4,,2,10
1093,157000,0.46,0,18,7800,0,0,Electric,Electric,Private,1368,57,3,0,1,7
1094,205000,0.8,0,28,18000,0,0,Gas,Hot_Air,Private,2488,57,4,1,2.5,7
1095,275000,0.46,0,7,18400,0,0,Gas,Hot_Air,Public,1865,57,3,0,2.5,8
1096,320000,0.46,0,,18400,0,1,Gas,Hot_Air,Private,3174,57,4,,4,12
1097,380000,0.74,0,,23000,0,1,Gas,Hot_Air,Private,2944,57,5,1,2.5,12
1098,119900,0.46,0,23,7800,0,0,Gas,Hot_Air,Private,960,57,3,,1,4
1099,345000,0.82,0,,15000,0,0,Gas,Hot_Air,Private,3142,57,4,,2.5,11
1100,145000,0.46,0,32,11500,0,0,Oil,Hot_Air,Private,1666,57,4,1,2,9
1101,123000,0.07,0,77,14100,0,0,Oil,Hot_Air,Private,708,57,2,,1,7
1102,202500,0.79,0,17,,0,1,Oil,Hot_Air,Private,1598,57,3,1,2,8
1103,182000,1,0,13,4000,0,1,Gas,Hot_Air,Private,1564,27,3,,2,4
1104,175000,0.63,0,14,5500,0,0,Gas,Hot_Air,Private,1224,36,3,0,1.5,7
1105,132500,0.21,0,77,3500,0,0,Gas,Hot_Air,Public,1379,36,3,,1,7
1106,239000,0.41,0,41,25400,0,0,Gas,Hot_Water,Public,2310,64,4,,2.5,7
1107,86125,0.01,0,14,1200,0,0,Gas,Hot_Water,Public,960,33,2,,1.5,6
1108,245000,1.28,0,16,50000,0,0,Electric,Electric,Private,960,21,3,,1,8
1109,229900,1.64,0,52,25700,0,0,Gas,Hot_Water,Private,1820,52,4,2,2.5,7
1110,129000,0.33,0,95,2500,0,0,Oil,Hot_Water,Private,1632,27,3,0,2,4
1111,200000,0.09,0,90,5900,0,0,Gas,Hot_Air,Public,1594,40,2,0,2,3
1112,144200,1.19,0,16,17900,0,0,Oil,Hot_Water,Private,1290,62,3,0,2,5
1113,166000,0.4,0,,300,0,0,Gas,Hot_Air,Private,1560,36,3,0,1.5,7
1114,178000,0.9,0,46,7400,0,0,Oil,Hot_Air,Private,1453,36,4,1,1.5,7
1115,165000,1,0,40,17000,0,0,Oil,Hot_Water,Private,1664,62,3,1,2,8
1116,218000,0.1,0,18,16200,0,1,Electric,Electric,Private,2169,62,3,,2.5,10
1117,175000,0.02,0,9,20000,0,0,Gas,Hot_Air,Private,1420,62,3,0,1,8
1118,145000,0.18,0,71,3100,0,0,Gas,Hot_Air,Public,1441,36,3,0,1.5,8
1119,195000,0.76,0,4,,0,0,Gas,Hot_Air,Private,1016,62,3,0,1.5,5
1120,288139,0.46,0,0,15200,1,0,Gas,Hot_Air,Public,2947,52,4,1,2.5,10
1121,187500,0.59,0,11,16700,0,0,Oil,Hot_Air,Private,1652,62,3,0,1.5,5
1122,255000,0.91,0,105,13200,0,0,Oil,Hot_Air,Private,1927,62,3,0,1.5,7
1123,145000,1,0,11,16000,0,0,Gas,Hot_Air,Private,960,62,3,0,1,5
1124,183000,0.46,0,28,15700,0,0,Electric,Electric,Private,1804,62,3,,1.5,7
1125,318310,0.23,0,1,72300,0,0,Gas,Hot_Air,Private,2616,62,4,,2.5,8
1126,192500,1.2,0,42,,0,0,Oil,Hot_Air,Private,1116,62,2,0,1.5,6
1127,195000,1,0,52,19200,0,0,Oil,Hot_Water,Private,2147,62,2,1,1.5,7
1128,138000,0.87,0,36,17400,0,0,Oil,Hot_Air,Private,876,62,2,2,1.5,3
1129,230000,0.79,0,26,16100,0,0,Electric,Electric,Private,2102,62,4,1,2.5,10
1130,237500,1,0,,12100,0,0,Oil,Hot_Air,Private,1776,62,3,,1.5,5
1131,375000,4.84,0,3,21500,0,1,Gas,Hot_Water,Private,1996,62,3,1,3,8
1132,105000,0.16,0,165,7200,0,0,Gas,Hot_Air,Public,1759,35,3,0,1,5
1133,168000,1,0,10,16200,0,0,Gas,Hot_Air,Private,1014,62,3,0,1,7
1134,221000,0.29,0,5,7400,0,0,Gas,Hot_Water,Public,2270,35,4,0,2.5,10
1135,135000,0.31,0,85,3400,0,0,Oil,Hot_Air,Public,1548,27,3,0,1.5,8
1136,129900,0.39,0,3,15000,0,0,Gas,,Public,1620,35,3,,2,4
1137,344100,1.05,0,40,49800,0,1,Gas,Hot_Air,Private,2608,52,4,2,2.5,8
1138,112000,1,0,15,24500,0,0,Electric,Electric,Private,1080,35,3,0,2,4
1139,380000,0.3,1,76,38300,0,1,Gas,Hot_Air,Public,1140,50,3,0,2,5
1140,125000,0.6,0,34,2700,0,0,Gas,Hot_Air,Private,1152,36,3,,1,5
1141,145000,5.52,0,20,5900,0,0,Electric,Electric,Private,1056,36,2,0,1,7
1142,190000,0.48,0,2,13400,0,0,Gas,Electric,Private,1257,62,3,0,2,8
1143,135000,0.15,0,25,7200,0,0,Gas,Hot_Water,Public,936,35,2,1,1.5,3
1144,58500,0.04,0,30,1400,0,0,Electric,Electric,Public,1140,33,3,0,1.5,5
1145,80500,0.01,0,14,1200,0,0,Gas,Hot_Water,Public,960,33,2,,1.5,3
1146,150410,0.25,0,6,15000,0,0,Gas,Hot_Air,Public,1058,35,2,0,1.5,4
1147,170000,1,0,29,23000,0,0,Electric,Electric,Private,768,35,2,0,1,6
1148,242551,2,0,14,38900,0,0,Oil,Hot_Air,Private,2048,52,4,1,2.5,10
1149,176500,0.29,0,7,1100,0,0,Gas,Hot_Air,Public,1198,33,2,,2,3
1150,212000,1,0,27,5000,0,1,Electric,Electric,Private,2430,50,4,0,1,9
1151,135000,0.41,0,35,1300,0,0,Oil,Hot_Water,Private,918,50,3,0,1,7
1152,215000,0.89,0,46,4500,0,1,Oil,Hot_Air,Private,2722,50,4,1,1.5,11
1153,262000,0.46,0,0,11100,0,0,Gas,Hot_Air,Public,2364,33,4,,2.5,8
1154,155000,1,0,15,5000,0,0,Oil,,Private,1440,50,3,0,1,4
1155,207000,0.27,0,27,4600,0,0,Oil,Hot_Air,Public,1744,50,3,,1,7
1156,185000,0.14,0,105,600,0,0,Oil,Hot_Water,Public,2280,33,4,0,1.5,10
1157,92200,0.42,0,130,1700,0,0,Oil,Hot_Water,Public,1736,33,3,0,2,5
1158,111000,0.74,0,95,2700,0,0,Oil,Hot_Air,Private,883,50,1,,1,2
1159,97000,0.1,0,145,600,0,0,Gas,Hot_Water,Public,1001,50,2,0,1,5
1160,200000,1.73,0,34,11500,0,0,Oil,Hot_Water,Private,1296,50,3,,1,5
1161,230000,0.47,0,14,16400,0,0,Electric,Electric,Private,2304,40,3,1,2.5,9
1162,299900,0.62,0,13,28500,0,0,Gas,Hot_Air,Private,2076,52,3,1,2.5,9
1163,183855,0.34,0,51,19000,0,0,Oil,Hot_Air,Private,1468,52,4,0,1,5
1164,174900,0.34,0,,19000,0,0,Gas,Hot_Water,Private,1272,52,3,,1.5,5
1165,335000,3.28,0,11,39900,0,1,Oil,Hot_Air,Private,1900,43,3,1,2.5,9
1166,208000,0.47,0,53,23700,0,0,Oil,Hot_Water,Private,1548,52,3,,1.5,8
1167,380000,2,0,,36600,0,0,Electric,Electric,Private,2212,52,4,,1.5,8
1168,289900,0.3,0,0,35800,0,0,Gas,Hot_Air,Public,2376,52,4,1,2.5,10
1169,188000,0.41,0,33,13500,0,1,Oil,Hot_Air,Private,1712,52,3,1,1.5,7
1170,600000,0.99,0,1,5000,0,1,Gas,Hot_Air,Public,2660,62,4,1,3.5,8
1171,262000,0.29,0,5,25000,0,1,Oil,Hot_Water,Private,1487,36,3,0,3,5
1172,220000,2.03,0,30,10200,0,0,Electric,Electric,Private,1532,36,3,,1.5,8
1173,275000,0.61,0,21,16100,0,1,Gas,Hot_Air,Private,2486,62,4,1,2.5,11
1174,215000,0.46,0,25,13800,0,0,Gas,Hot_Air,Private,1918,62,3,0,2,8
1175,100000,0.51,0,47,14600,0,0,Oil,Hot_Water,Public,1270,21,3,,1,7
1176,158500,0.17,0,19,15200,0,0,Electric,Electric,Public,1406,40,2,0,1.5,7
1177,148900,0.15,0,18,15100,0,0,Electric,Electric,Public,1385,40,2,0,1.5,6
1178,218000,0.45,0,16,25000,0,0,Gas,Hot_Air,Private,1300,40,3,0,1.5,4
1179,355840,0.87,0,0,108900,1,0,Gas,Hot_Air,Public,3259,40,4,1,2.5,10
